"","Kingdom","Phylum","Class","Order","Family","Genus"
"OTU.1492","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.1493","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.1494","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.1496","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Parasporobacterium"
"OTU.1497","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"OTU.1498","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"OTU.1501","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"OTU.1502","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"OTU.1503","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1505","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1506","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"OTU.1509","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1510","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1511","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA
"OTU.1512","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"OTU.1513","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"OTU.1514","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.1515","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA
"OTU.1519","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1520","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Calothrix_KVSF5"
"OTU.1521","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"OTU.1526","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1528","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter"
"OTU.1529","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"OTU.1530","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.1532","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"OTU.1533","Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","BSV26",NA
"OTU.1535","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"OTU.1536","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA
"OTU.1537","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"OTU.1538","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"OTU.1539","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA
"OTU.1540","Bacteria","Verrucomicrobia","Verrucomicrobiae",NA,NA,NA
"OTU.1541","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1542","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"OTU.1546","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.1548","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"OTU.1550","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"OTU.1551","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"OTU.1554","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","Thiobacillus"
"OTU.1556","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12"
"OTU.1558","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"OTU.1560","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA
"OTU.1561","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"OTU.1564","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"OTU.1568","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Calothrix_KVSF5"
"OTU.1573","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1574","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1577","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"OTU.1578","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"OTU.1580","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"OTU.1581","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2",NA
"OTU.1583","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067"
"OTU.1584","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria",NA,NA
"OTU.1585","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA
"OTU.1586","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1587","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Limnobacter"
"OTU.1588","Bacteria",NA,NA,NA,NA,NA
"OTU.1589","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA
"OTU.1590","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"OTU.1591","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA
"OTU.1593","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus"
"OTU.1594","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256",NA,NA
"OTU.1596","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"OTU.1597","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"OTU.1598","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU.1599","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.1604","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1606","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Schlesneriaceae","Schlesneria"
"OTU.1607","Bacteria","Cyanobacteria","Oxyphotobacteria",NA,NA,NA
"OTU.1609","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1610","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1612","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"OTU.1614","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.1615","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.1616","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Cyanobacteriaceae","Geitlerinema_LD9"
"OTU.1617","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22",NA,NA
"OTU.1618","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767",NA
"OTU.1619","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"OTU.1620","Bacteria",NA,NA,NA,NA,NA
"OTU.1622","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Thermoflexibacter"
"OTU.1624","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1626","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1627","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"OTU.1629","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"OTU.1630","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aurantimonas"
"OTU.1631","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"OTU.1633","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","B1-7BS",NA
"OTU.1634","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangium"
"OTU.1635","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.1636","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1637","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter"
"OTU.1638","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1639","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae",NA
"OTU.1640","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1641","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1642","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus"
"OTU.1643","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1644","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1646","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"OTU.1647","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"OTU.1648","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.1649","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Shapirobacteria",NA,NA
"OTU.1650","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira"
"OTU.1651","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"OTU.1653","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.1655","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.1656","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1657","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"OTU.1658","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","cvE6",NA
"OTU.1659","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA
"OTU.1660","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"OTU.1661","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"OTU.1662","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"OTU.1663","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"OTU.1664","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"OTU.1666","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1667","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1669","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1670","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.1671","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1672","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1673","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.1674","Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae",NA
"OTU.1675","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA
"OTU.1677","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"OTU.1678","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Aphanizomenon_NIES81"
"OTU.1681","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1682","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1683","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1684","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1687","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU.1688","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1693","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium"
"OTU.1696","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.1697","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"OTU.1698","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.1699","Bacteria","Actinobacteria","Coriobacteriia","OPB41",NA,NA
"OTU.1701","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA
"OTU.1702","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium"
"OTU.1703","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1704","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1705","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",NA,NA
"OTU.1706","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"OTU.1707","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1708","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1709","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.1710","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales",NA,NA
"OTU.1711","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1712","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales",NA,NA
"OTU.1713","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"OTU.1714","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"OTU.1715","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"OTU.1717","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1719","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rhodopirellula"
"OTU.1720","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"OTU.1721","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Trichormus_HINDAK_2001-4"
"OTU.1722","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.1725","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.1726","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1727","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1728","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.1730","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"OTU.1734","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","bac2nit3",NA
"OTU.1736","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Aridibacter"
"OTU.1737","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"OTU.1738","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"OTU.1739","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1740","Bacteria","Actinobacteria","Coriobacteriia","OPB41",NA,NA
"OTU.1743","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"OTU.1746","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA
"OTU.1747","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.1748","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA
"OTU.1749","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1750","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA
"OTU.1751","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.1752","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA
"OTU.1753","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1754","Bacteria",NA,NA,NA,NA,NA
"OTU.1755","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)",NA,NA
"OTU.1757","Bacteria",NA,NA,NA,NA,NA
"OTU.1759","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"OTU.1760","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Rudanella"
"OTU.1761","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1765","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Anabaena_PCC-7108"
"OTU.1767","Bacteria",NA,NA,NA,NA,NA
"OTU.1768","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira"
"OTU.1771","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1772","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.1773","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2",NA
"OTU.1774","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1775","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1776","Bacteria",NA,NA,NA,NA,NA
"OTU.1779","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1780","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"OTU.1783","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"OTU.1784","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","OLB13"
"OTU.1785","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"OTU.1786","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","LiUU-11-161",NA
"OTU.1787","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae",NA
"OTU.1788","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"OTU.1789","Bacteria",NA,NA,NA,NA,NA
"OTU.1790","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"OTU.1792","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Alterococcus"
"OTU.1795","Bacteria","Proteobacteria",NA,NA,NA,NA
"OTU.1796","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"OTU.1797","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"OTU.1798","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"OTU.1800","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"OTU.1803","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria",NA,NA
"OTU.1804","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42",NA
"OTU.1805","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1806","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"OTU.1808","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Candidatus_Bacilloplasma"
"OTU.1809","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales",NA,NA
"OTU.1811","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae",NA
"OTU.1812","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA
"OTU.1813","Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae",NA
"OTU.1815","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.1817","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"OTU.1818","Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a",NA,NA
"OTU.1820","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"OTU.1821","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20",NA
"OTU.1822","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1823","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus_Chlorothrix"
"OTU.1824","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales",NA,NA
"OTU.1828","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"OTU.1829","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU.1830","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.1831","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1832","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1834","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"OTU.1835","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1836","Bacteria","Patescibacteria","Gracilibacteria",NA,NA,NA
"OTU.1837","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU.1838","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"OTU.1839","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"OTU.1843","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1844","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1846","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.1847","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93",NA
"OTU.1849","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"OTU.1852","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA
"OTU.1853","Bacteria","Chloroflexi","TK10",NA,NA,NA
"OTU.1854","Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria",NA,NA
"OTU.1855","Bacteria",NA,NA,NA,NA,NA
"OTU.1856","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA
"OTU.1857","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Nevskia"
"OTU.1858","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"OTU.1859","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"OTU.1860","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"OTU.1862","Bacteria",NA,NA,NA,NA,NA
"OTU.1863","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"OTU.1864","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum"
"OTU.1865","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU.1866","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"OTU.1867","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"OTU.1868","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"OTU.1869","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA
"OTU.1870","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA
"OTU.1876","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU.1879","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1880","Bacteria",NA,NA,NA,NA,NA
"OTU.1881","Bacteria","Bacteroidetes","Bacteroidia",NA,NA,NA
"OTU.1882","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"OTU.1883","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"OTU.1884","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Achromatium"
"OTU.1885","Bacteria",NA,NA,NA,NA,NA
"OTU.1886","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"OTU.1889","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae",NA
